EventID , Time , Latitude , Longitude , Depth/km , Author , Catalog , Contributor , ContributorID , MagType , Magnitude , MagAuthor , EventLocationName
11385725,2021-03-01T00:13:33,-4.4379,102.2745,39.92,us,NEIC PDE,us,us7000dfzr,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11384158,2021-03-03T10:34:29,-4.7134,103.7169,148.69,us,NEIC PDE,us,us7000df43,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11396823,2021-03-03T10:43:25,-3.4719,100.517,34.98,us,NEIC PDE,us,us7000dh5u,mb,4.7,us,"SOUTHERN SUMATRA, INDONESIA"
11385163,2021-03-05T18:56:20,-3.5477,101.6511,46.08,us,NEIC PDE,us,us7000dg4m,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11386154,2021-03-08T12:56:34,-4.4237,101.0085,10,us,NEIC PDE,us,us7000dh3d,mb,5.5,us,"SOUTHERN SUMATRA, INDONESIA"
11398760,2021-03-10T14:05:23,-2.5361,100.3774,35,us,NEIC PDE,us,us7000dkn2,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11394329,2021-03-27T10:18:06,-1.9127,99.442,34.25,us,NEIC PDE,us,us6000dwzm,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11394834,2021-03-29T04:13:18,-4.5491,102.6262,59.62,us,NEIC PDE,us,us6000dxb7,mb,5.2,us,"SOUTHERN SUMATRA, INDONESIA"
11400956,2021-04-01T04:24:07,-1.1251,98.9193,10,us,NEIC PDE,us,us6000e08s,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11400616,2021-04-12T01:52:25,-5.2063,104.8916,105.48,us,NEIC PDE,us,us6000e0xf,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11407541,2021-04-21T14:32:31,-3.7914,102.354,106.17,us,NEIC PDE,us,us7000dxwv,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11413365,2021-04-21T20:12:14,-4.5401,103.0488,66.18,us,NEIC PDE,us,us7000dxx7,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11405969,2021-04-23T17:06:40,-4.3442,102.1139,61.71,us,NEIC PDE,us,us6000e42z,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11409292,2021-05-02T17:46:41,-2.323,99.7834,21,"usauto,pt,at,us",NEIC PDE,us,"us7000dziv,pt21122001,at00qshqpt,usauto7000dziv",mww,5.5,us,"SOUTHERN SUMATRA, INDONESIA"
11410345,2021-05-05T01:24:36,-1.9508,99.7877,30,"usauto,at,pt,us",NEIC PDE,us,"us7000e07p,pt21125000,at00qsm190,usauto7000e07p",mww,5.7,us,"SOUTHERN SUMATRA, INDONESIA"
11411831,2021-05-08T11:29:31,-4.136,102.4892,79.19,us,NEIC PDE,us,us7000e1be,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11413097,2021-05-11T20:44:41,-1.5895,99.3257,27.1,us,NEIC PDE,us,us7000e26r,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11414732,2021-05-15T00:34:33,-2.1998,102.2695,199.26,us,NEIC PDE,us,us7000e39q,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11417105,2021-05-21T18:36:48,-4.9566,102.1795,33.2,us,NEIC PDE,us,us7000e551,mb,4.8,us,"SOUTHERN SUMATRA, INDONESIA"
11420879,2021-05-24T12:48:36,-4.2185,101.9758,53.13,us,NEIC PDE,us,us6000efi8,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11428572,2021-06-08T15:27:00,-0.4302,98.0127,10,us,NEIC PDE,us,us7000ec4n,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11426378,2021-06-10T10:12:47,-4.8293,102.9678,59.31,us,NEIC PDE,us,us7000ebnu,mb,5.1,us,"SOUTHERN SUMATRA, INDONESIA"
11428962,2021-06-15T14:16:14,-4.272,102.412,60.9,us,NEIC PDE,us,us7000ed89,Mww,4.8,us,"SOUTHERN SUMATRA, INDONESIA"
11440950,2021-06-17T15:07:02,-4.3081,102.1361,51.36,us,NEIC PDE,us,us7000ef8t,mb,4.1,us,"SOUTHERN SUMATRA, INDONESIA"
11430940,2021-06-19T21:12:15,-4.56,102.6323,56.2,us,NEIC PDE,us,us7000eehm,mb,5.2,us,"SOUTHERN SUMATRA, INDONESIA"
11433968,2021-06-27T15:56:12,-2.9053,101.0838,43.45,us,NEIC PDE,us,us6000eq9y,Mww,4.7,us,"SOUTHERN SUMATRA, INDONESIA"
11437557,2021-06-30T22:11:14,-4.9421,105.0069,10,us,NEIC PDE,us,us7000eivy,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11435250,2021-07-01T01:50:10,-5.4345,104.6659,48.48,us,NEIC PDE,us,us7000ehw5,mb,4.7,us,"SOUTHERN SUMATRA, INDONESIA"
11435276,2021-07-01T03:43:34,-5.2821,104.7744,50.1,us,NEIC PDE,us,us7000ehwq,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11447581,2021-07-01T12:27:29,-5.3913,104.6362,10,us,NEIC PDE,us,us7000ej3z,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11435535,2021-07-01T18:59:55,-5.4073,104.6978,38.26,us,NEIC PDE,us,us7000ei2i,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11437015,2021-07-01T20:42:05,-5.5619,104.3857,78.48,us,NEIC PDE,us,us7000ej46,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11436106,2021-07-03T13:09:46,-4.1983,102.4212,55.03,us,NEIC PDE,us,us7000eigl,mb,5.3,us,"SOUTHERN SUMATRA, INDONESIA"
11451291,2021-07-06T17:16:02,-2.1627,99.6076,16.63,us,NEIC PDE,us,us6000ets0,mb,4,us,"SOUTHERN SUMATRA, INDONESIA"
11442499,2021-07-07T23:23:47,-4.3721,102.306,53.37,us,NEIC PDE,us,us7000eljx,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11440744,2021-07-14T10:13:47,-4.4074,101.5733,31.28,us,NEIC PDE,us,us7000eluq,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11453015,2021-07-17T09:35:45,-4.0686,101.1317,35,us,NEIC PDE,us,us6000ey0z,mb,4.1,us,"SOUTHERN SUMATRA, INDONESIA"
11450292,2021-08-02T20:35:04,-3.262,100.1679,10,us,NEIC PDE,us,us6000f1lu,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11450364,2021-08-02T22:48:50,-3.2125,100.1919,20,"us,usauto,at,pt",NEIC PDE,us,"usauto6000f1nr,pt21214001,us6000f1nr,at00qx8i1h",mww,5.8,us,"SOUTHERN SUMATRA, INDONESIA"
11450377,2021-08-02T23:00:40,-3.2077,100.3185,10,us,NEIC PDE,us,us6000f1ph,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11450371,2021-08-02T23:01:01,-3.1615,100.4063,10,us,NEIC PDE,us,us6000f1ny,mb,5.2,us,"SOUTHERN SUMATRA, INDONESIA"
11466372,2021-08-03T04:46:12,-3.3995,100.0224,10,us,NEIC PDE,us,us6000f46m,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11459910,2021-08-04T18:34:06,-3.3047,100.2085,10,us,NEIC PDE,us,us6000f4jg,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11456277,2021-08-14T18:41:21,-4.4113,102.5568,60.22,us,NEIC PDE,us,us6000f69y,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11466025,2021-08-14T22:31:25,-0.3216,100.0989,131.66,us,NEIC PDE,us,us7000f3ri,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11474906,2021-08-17T10:27:11,-3.237,100.2546,10,us,NEIC PDE,us,us7000f4t7,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11468498,2021-09-02T14:15:56,-4.742,102.5258,51.35,us,NEIC PDE,us,us7000f73x,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11470002,2021-09-05T01:40:12,-2.0443,99.68,35,us,NEIC PDE,us,us7000f82k,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11482772,2021-09-09T05:17:58,-5.1416,102.0061,35,us,NEIC PDE,us,us7000fbi1,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11472341,2021-09-10T01:42:22,-4.506,101.7368,39.27,us,NEIC PDE,us,us7000f9vv,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11473387,2021-09-12T09:02:20,-0.5225,99.7193,89.04,us,NEIC PDE,us,us7000fahl,Mww,5,us,"SOUTHERN SUMATRA, INDONESIA"
11485194,2021-09-20T12:26:26,-1.0037,99.1382,35,us,NEIC PDE,us,us7000fe3g,mb,4.1,us,"SOUTHERN SUMATRA, INDONESIA"
11489088,2021-09-22T23:08:06,-2.2697,100.715,62.94,us,NEIC PDE,us,us7000fewa,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11485137,2021-09-24T05:49:58,-0.6387,98.0888,10,us,NEIC PDE,us,us6000fq5w,mb,4,us,"SOUTHERN SUMATRA, INDONESIA"
11479482,2021-09-26T08:59:53,-2.8649,100.0734,35,us,NEIC PDE,us,us7000fekg,mb,4.7,us,"SOUTHERN SUMATRA, INDONESIA"
11488073,2021-09-26T12:00:57,-2.9818,100.0251,10,us,NEIC PDE,us,us6000fqhn,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11485600,2021-10-03T16:24:04,-1.8709,101.4746,152.12,us,NEIC PDE,us,us6000fsp2,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11489406,2021-10-11T22:17:46,-3.1266,102.2585,114.01,us,NEIC PDE,us,us6000fttx,mb,4,us,"SOUTHERN SUMATRA, INDONESIA"
11489257,2021-10-14T17:55:53,-0.6408,100.6484,10,us,NEIC PDE,us,us6000fvxd,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11487643,2021-10-15T23:17:27,-4.9203,102.9791,59.39,us,NEIC PDE,us,us6000fv2g,mb,5,us,"SOUTHERN SUMATRA, INDONESIA"
11490071,2021-10-22T17:01:14,-2.2317,100.8024,58.34,us,NEIC PDE,us,us6000fwt1,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11490400,2021-10-23T23:34:25,-4.6852,101.9672,46.53,us,NEIC PDE,us,us6000fx3t,mb,4.8,us,"SOUTHERN SUMATRA, INDONESIA"
11491226,2021-10-26T17:25:38,-3.3274,101.6916,44.82,us,NEIC PDE,us,us7000fp04,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11493042,2021-11-01T06:19:38,-4.4325,102.0206,35,us,NEIC PDE,us,us7000fqgd,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11498017,2021-11-16T17:11:17,-2.2231,102.3534,211.29,us,NEIC PDE,us,us7000fukw,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11498181,2021-11-17T03:30:34,-3.5754,101.5892,59.84,us,NEIC PDE,us,us7000fuqy,mb,5,us,"SOUTHERN SUMATRA, INDONESIA"
11503818,2021-11-24T21:45:53,-5.2019,102.5999,41.44,us,NEIC PDE,us,us6000g7nx,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11503842,2021-11-26T00:41:02,-3.1708,101.6916,88.82,us,NEIC PDE,us,us6000g87m,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11506963,2021-11-26T14:33:53,-3.8198,101.3726,40.11,us,NEIC PDE,us,us6000g887,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11502203,2021-11-29T15:24:25,-2.5579,99.5117,10,us,NEIC PDE,us,us7000fxzv,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11504343,2021-11-29T15:25:44,-1.3075,99.7371,49.99,us,NEIC PDE,us,us6000g8rl,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11505488,2021-12-03T04:56:51,-2.0779,100.1005,67.12,us,NEIC PDE,us,us6000gahc,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11506577,2021-12-12T22:36:56,-4.1991,101.3049,10,us,NEIC PDE,us,us6000gbqz,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11517036,2021-12-19T07:58:22,-5.8709,104.3415,69.04,us,NEIC PDE,us,us6000gela,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11510800,2021-12-26T14:09:13,-4.5717,102.0135,41.43,us,NEIC PDE,us,us6000gfff,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11511854,2021-12-30T16:09:36,-0.3514,98.7661,42.38,us,NEIC PDE,us,us7000g801,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11647537,2022-01-04T10:55:40,-1.5098,99.4714,35,us,NEIC PDE,us,us7000gbnx,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11529288,2022-01-19T06:00:32,-0.7122,99.0987,35,us,NEIC PDE,us,us7000gfku,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11522816,2022-01-21T12:11:16,-2.0157,101.964,199.26,us,NEIC PDE,us,us7000gfvw,mb,4,us,"SOUTHERN SUMATRA, INDONESIA"
11522103,2022-01-28T23:38:14,-5.0608,102.2805,34.42,us,NEIC PDE,us,us7000gg2s,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11527511,2022-02-09T21:09:58,-4.5998,102.6994,64.22,us,NEIC PDE,us,us7000gjh6,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11530561,2022-02-19T09:32:40,-4.7589,102.177,62.58,us,NEIC PDE,us,us7000gm70,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11535488,2022-02-25T01:42:59,-0.3479,99.9084,10,us,NEIC PDE,us,us6000h1eu,mb,5.1,us,"SOUTHERN SUMATRA, INDONESIA"
11535491,2022-02-25T01:50:42,-0.2207,100.0582,10,us,NEIC PDE,us,us6000h1el,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11533252,2022-02-25T23:58:07,-4.9741,101.7272,35,us,NEIC PDE,us,us6000h08t,Mwr,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11537405,2022-03-01T01:12:29,-2.6884,101.2795,135.44,us,NEIC PDE,us,us6000h23q,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11536945,2022-03-01T15:37:06,-0.4295,99.1239,66.53,us,NEIC PDE,us,us6000h243,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11537772,2022-03-02T04:41:17,-0.015,100.1813,96.43,us,NEIC PDE,us,us6000h2t6,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11538049,2022-03-09T22:09:31,-2.293,100.8763,66.18,us,NEIC PDE,us,us6000h3f9,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11539018,2022-03-13T07:38:28,-2.2143,100.0686,44.55,us,NEIC PDE,us,us6000h45f,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11539048,2022-03-13T11:32:31,-4.1284,103.106,117.86,us,NEIC PDE,us,us6000h464,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11539168,2022-03-13T21:09:22,-0.63,98.6294,28,"us,usauto,at",NEIC PDE,us,"at00r8pc3i,usauto6000h48e,us6000h48e",Mww,6.7,us,"SOUTHERN SUMATRA, INDONESIA"
11541469,2022-03-13T21:24:11,-0.8236,98.3589,19.77,us,NEIC PDE,us,us6000h5hf,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11541493,2022-03-13T21:34:02,-0.7876,98.5153,10,us,NEIC PDE,us,us6000h5gy,mb,4.1,us,"SOUTHERN SUMATRA, INDONESIA"
11539172,2022-03-13T21:38:43,-0.6056,98.5335,29.69,"pt,us",NEIC PDE,us,"pt22072001,us6000h49u",Mww,5.6,us,"SOUTHERN SUMATRA, INDONESIA"
11542346,2022-03-14T04:43:31,-5.89,102.8373,4.86,us,NEIC PDE,us,us6000h5ra,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11539332,2022-03-14T14:12:08,-0.5434,98.5512,15.95,us,NEIC PDE,us,us6000h4ff,Mww,5.3,us,"SOUTHERN SUMATRA, INDONESIA"
11541631,2022-03-14T15:12:40,-3.3406,100.8102,39.26,us,NEIC PDE,us,us6000h5rv,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11539723,2022-03-15T12:12:31,-0.5511,98.5657,36.59,us,NEIC PDE,us,us6000h4p4,Mww,5.2,us,"SOUTHERN SUMATRA, INDONESIA"
11541025,2022-03-18T14:46:08,-4.663,101.7353,26.27,us,NEIC PDE,us,us6000h5q4,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11540975,2022-03-19T01:03:40,-3.314,102.171,98.76,us,NEIC PDE,us,us6000h5x3,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11550163,2022-04-03T18:14:43,-0.2988,100.5684,53.93,us,NEIC PDE,us,us7000h0gi,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11547342,2022-04-07T06:36:40,-3.9805,102.165,83.02,us,NEIC PDE,us,us7000h0b8,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11550556,2022-04-17T03:53:35,-5.7422,103.3018,44.01,us,NEIC PDE,us,us7000h2sr,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11558910,2022-04-23T23:44:05,-2.6417,101.4213,88.38,us,NEIC PDE,us,us6000hfyd,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11563959,2022-05-08T19:01:56,-0.8916,98.3594,10,us,NEIC PDE,us,us6000hkww,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11564057,2022-05-10T00:19:13,-4.9622,102.5414,41.84,us,NEIC PDE,us,us6000hlsn,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11558531,2022-05-11T18:52:15,-2.77,103.2352,277.71,us,NEIC PDE,us,us6000hkf4,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11564205,2022-05-12T22:24:19,-0.7673,98.626,28.91,us,NEIC PDE,us,us6000hm2d,mb,4.1,us,"SOUTHERN SUMATRA, INDONESIA"
11562258,2022-05-15T16:57:44,-5.7352,104.1859,100.29,us,NEIC PDE,us,us6000hmmg,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11560034,2022-05-16T18:58:25,-5.2399,102.0088,23,"us,usauto,at,pt",NEIC PDE,us,"usauto6000hljt,at00rbzopd,pt22136000,us6000hljt",Mww,5.8,us,"SOUTHERN SUMATRA, INDONESIA"
11562779,2022-05-17T23:53:24,-4.4891,102.732,61.08,us,NEIC PDE,us,us6000hnc1,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11561552,2022-05-21T08:29:15,-4.698,102.6699,59.12,us,NEIC PDE,us,us6000hmvl,mb,4.8,us,"SOUTHERN SUMATRA, INDONESIA"
11561892,2022-05-22T17:38:15,-0.4889,99.6473,81.13,us,NEIC PDE,us,us6000hn51,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11562110,2022-05-23T12:32:00,-4.7307,102.6334,58.6,us,NEIC PDE,us,us6000hn9z,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11562635,2022-05-24T21:18:18,-5.5503,103.8782,54.49,us,NEIC PDE,us,us7000hcal,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11564563,2022-05-31T07:10:09,-5.8541,104.341,56.36,"usauto,us",NEIC PDE,us,"us7000hdqr,usauto7000hdqr",mww,5.2,us,"SOUTHERN SUMATRA, INDONESIA"
11565288,2022-06-02T07:11:54,-4.5835,102.6593,60.75,us,NEIC PDE,us,us7000he9z,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11575300,2022-06-10T16:44:07,-4.4498,102.805,65.93,us,NEIC PDE,us,us7000hhki,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11570317,2022-06-18T11:22:18,-4.9018,103.0305,66.86,"us,usauto,pt",NEIC PDE,us,"usauto7000hic1,us7000hic1,pt22169001",mww,5.3,us,"SOUTHERN SUMATRA, INDONESIA"
11572454,2022-06-24T15:08:39,-2.2605,102.1508,193.47,us,NEIC PDE,us,us7000hjyk,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11572554,2022-06-24T18:56:33,-1.8334,100.415,45.12,us,NEIC PDE,us,us7000hk0k,mb,5.1,us,"SOUTHERN SUMATRA, INDONESIA"
